UID,Date,Ticker,Sentiment,Reason
7315,2015-10-05,AMGN,Bearish,"The news reports a biosimilar filing for AMGN's blockbuster drug Enbrel, posing a competitive threat to its revenue."
7316,2015-10-05,AMGN,Slightly Bullish,"The news notes a 1.3% increase in AMGN's stock price, reflecting a slight positive movement in the market."
7317,2015-10-05,KHC,Neutral,The news mentions KHC in comparison to another company without specific positive or negative information about KHC itself.
7318,2015-10-05,BIIB,Neutral,The news lists BIIB as a biotech bargain without specific details on catalysts or performance impacting sentiment.
7319,2015-10-05,SBUX,Neutral,The news highlights SBUX among other companies in an investment feature without specific positive or negative developments.
7320,2015-10-05,SBUX,Slightly Bullish,"The news mentions SBUX as likely to beat earnings with a positive Earnings ESP and Zacks Rank, indicating mild upside potential."
7321,2015-10-05,INCY,Bullish,"The stock rose over 7% in a session, indicating strong positive momentum."
7322,2015-10-05,PEP,Neutral,The news mentions a leadership position at PepsiCo but provides no direct impact or performance details on the company.
7323,2015-10-05,GILD,Slightly Bullish,"The news recommends Gilead Sciences as a stock to own, suggesting a positive outlook."
7324,2015-10-05,CMCSA,Slightly Bullish,The introduction of a new Voice Mobility service for SMB customers indicates potential growth in the enterprise segment.
7325,2015-10-05,GILD,Bearish,"A competitor's drug is claimed to be 60 times more effective than Gilead's Viread, posing a potential threat to market share."
7326,2015-10-05,MU,Bullish,"Micron Technology is among the best performers in the Nasdaq 100, trading up 5.5%."
7327,2015-10-05,MU,Bullish,Micron's shares jumped 12% after beating analyst estimates despite revenue and profit declines.
7328,2015-10-05,MU,Bearish,"A major investor sold out shares of Micron Technology, indicating a lack of confidence despite long-term favorable fundamentals."
7329,2015-10-05,SWKS,Bearish,"Skyworks Solutions is the worst performer in the Nasdaq 100, trading down 1.1%."
7330,2015-10-05,ADP,Slightly Bullish,"Automatic Data Processing reported strong job growth in privately-owned companies, reflecting positively on its data."
7331,2015-10-05,ALGN,Slightly Bullish,"Align Technology crossed above its 200-day moving average, signaling potential positive momentum."
7332,2015-10-05,AMAT,Strongly Bearish,"Applied Materials was added to the Zacks Rank #5 (Strong Sell) list, indicating significant negative sentiment."
7333,2015-10-05,MU,Bullish,"Micron Technology is among the best performers in the S&P 500, trading up 5.8%."
7334,2015-10-05,EXC,Neutral,The news mentions a pending merger with regulatory hurdles but provides no clear positive or negative impact on Exelon.
7335,2015-10-05,EXC,Slightly Bullish,"Exelon Corp. is trading higher by 1.7%, indicating a slight positive movement."
7336,2015-10-05,COST,Neutral,The news highlights stock options for Costco but provides no direct performance or catalyst information.
7337,2015-10-05,GILD,Slightly Bullish,The news identifies Gilead as a solid biotech name with buying opportunity due to significant upside potential.
7338,2015-10-05,GILD,Bearish,"A competitor's drug is reported to be 60 times more active than Gilead's Viread, potentially impacting its market position."
7339,2015-10-05,GILD,Bearish,"New data claims a competitor's drug is significantly more effective than Gilead's Viread, posing a threat to its product."
7340,2015-10-05,AKAM,Slightly Bullish,"Akamai Technologies crossed above its 200-day moving average and is trading up 1.4%, indicating positive momentum."
7341,2015-10-06,SWKS,Bullish,"Skyworks Solutions agrees to a $2 billion buyout of PMC-Sierra, reflecting strategic growth."
7342,2015-10-06,SWKS,Bullish,Skyworks Solutions' $2 billion acquisition of PMC-Sierra is seen as a positive strategic move.
7343,2015-10-06,SWKS,Bullish,Skyworks Solutions' acquisition of PMC-Sierra for $2 billion is viewed positively in the market.
7344,2015-10-06,SWKS,Bullish,Skyworks Solutions' acquisition of PMC-Sierra is expected to expand its product portfolio and serve growing technology segments.
7345,2015-10-06,SWKS,Slightly Bullish,Skyworks Solutions is up 2% in pre-market trade following the announcement of a $2 billion acquisition of PMC-Sierra.
7346,2015-10-06,SWKS,Bullish,Skyworks Solutions' $2 billion acquisition of PMC-Sierra is highlighted as a positive corporate move.
7347,2015-10-06,SWKS,Bullish,Skyworks Solutions' acquisition of PMC-Sierra for $2 billion is seen as a significant growth strategy.
7348,2015-10-06,SWKS,Bullish,Skyworks Solutions' acquisition of PMC-Sierra is expected to add significant value to annual earnings.
7349,2015-10-06,SWKS,Bearish,"Skyworks Solutions is the worst performer in the S&P 500, trading down 4.5%."
7350,2015-10-06,PEP,Bullish,PepsiCo shares gained over 2.2% after beating consensus earnings and revenue forecasts.
7351,2015-10-06,BIDU,Strongly Bearish,"The news item lists Baidu Inc. as a new addition to the Zacks Rank #5 (Strong Sell) list, indicating a strong negative outlook."
7352,2015-10-06,PEP,Neutral,"The news item discusses PepsiCo's earnings reaction history with mixed signals on price movement, showing no clear directional sentiment."
7353,2015-10-06,KHC,Neutral,"The news item mentions Kraft Heinz in passing as part of a historical reference to Trian's involvement, with no direct positive or negative impact on KHC."
7354,2015-10-06,PEP,Bullish,"The news item highlights PepsiCo's earnings surprise and stock price increase, indicating a positive outlook for dividend-hungry investors."
7355,2015-10-06,KHC,Neutral,"The news item only mentions Kraft Heinz as part of a sector comparison, with no specific positive or negative information about the company."
7356,2015-10-06,BIIB,Neutral,"The news item mentions Biogen's licensing agreement with Acorda but focuses on a settlement unrelated to Biogen, providing no clear sentiment."
7357,2015-10-06,PEP,Bullish,"The news item reports PepsiCo moving higher due to strong Q3 results, reflecting a positive sentiment."
7358,2015-10-06,PEP,Strongly Bullish,"The news item highlights PepsiCo's strong Q3 earnings beat and an upward revision of 2015 EPS growth target, indicating a major positive catalyst."
7359,2015-10-06,ADP,Slightly Bearish,"The news item mentions competition concerns for Automatic Data Processing Inc., suggesting slight downside risk."
7360,2015-10-06,ADP,Bullish,"The news item recognizes Automatic Data Processing as a top socially responsible dividend stock with a strong yield, indicating a positive outlook."
7361,2015-10-06,PEP,Bullish,"The news item reports PepsiCo beating earnings and sales expectations for Q3 despite currency headwinds, reflecting a positive sentiment."
7362,2015-10-06,BIDU,Slightly Bullish,"The news item notes Baidu trading up 2.4% on the day, indicating a slight positive movement."
7363,2015-10-06,TMUS,Bullish,"The news item highlights T-Mobile US Inc.'s strong subscriber growth in Q3, reflecting a positive outlook."
7364,2015-10-06,QCOM,Slightly Bullish,"The news item suggests Qualcomm is unfairly beaten down and recommended by Motley Fool, indicating potential upside."
7365,2015-10-06,GILD,Slightly Bullish,"The news item suggests Gilead Sciences is a beaten-down stock that looks like a steal, indicating potential upside."
7366,2015-10-06,GILD,Neutral,"The news item mentions Gilead's approved treatments for HCV but focuses on Merck's study, providing no direct sentiment for Gilead."
7367,2015-10-06,ADBE,Bullish,"The news item highlights Adobe's launch of a free Photoshop app for iOS, indicating a positive development for user engagement."
7368,2015-10-06,GILD,Neutral,"The news item discusses high options trading activity for Gilead Sciences, with no clear directional impact on sentiment."
7369,2015-10-06,GILD,Neutral,"The news item mentions Gilead Sciences in passing with no specific positive or negative information, focusing on AbbVie's share slump."
7370,2015-10-06,TMUS,Bullish,"The news item upgrades T-Mobile US to a Zacks Rank #2 (Buy), reflecting a positive outlook."
7371,2015-10-06,BIDU,Slightly Bullish,"The news item suggests Baidu is unfairly beaten down and recommended by Motley Fool, indicating potential upside."
7372,2015-10-06,INCY,Slightly Bearish,"The news item raises concerns about potential competition from CTI BioPharma's FDA shortcut impacting Incyte, suggesting slight downside risk."
7373,2015-10-06,AMGN,Bullish,"The news item highlights Amgen as a leading biotech company with strong revenue growth, indicating a positive outlook."
7374,2015-10-06,TMUS,Bullish,"The news item identifies T-Mobile US as a top choice for momentum investors due to strong short-term price activity, reflecting a positive sentiment."
7375,2015-10-06,AMGN,Neutral,"The news item mentions Amgen's Enbrel in relation to a biosimilar development by Baxalta, with no direct positive or negative impact on Amgen."
7376,2015-10-06,AMGN,Bullish,"The news item suggests Amgen could benefit from enhanced protections for biologics under the TPP deal, indicating a positive outlook."
7377,2015-10-06,SBUX,Bullish,"The news item lists Starbucks as a top holding in a focused large-cap growth fund with a high Composite Rating, reflecting a positive sentiment."
7378,2015-10-06,TMUS,Neutral,"The news item mentions T-Mobile's unlimited plan pricing in comparison to Sprint's price increase, with no direct positive or negative impact on T-Mobile."
7379,2015-10-06,ORLY,Slightly Bearish,"The news item reports a slight decline of 0.4% in O'Reilly Automotive's stock price, indicating a minor negative movement."
7380,2015-10-06,SBUX,Neutral,"The news item mentions Starbucks as part of a sector comparison, with no specific positive or negative information about the company."
7381,2015-10-06,BMRN,Neutral,"The news item discusses a regulatory review for BioMarin's DMD drug without a clear positive or negative outcome, suggesting uncertainty."
7382,2015-10-06,TMUS,Neutral,"The summary focuses on Sprint's challenges and mentions T-Mobile's competition with Dish Network, without a clear directional impact on T-Mobile."
7383,2015-10-06,VRTX,Slightly Bearish,"Vertex Pharmaceuticals is reported to be trading down 2.6%, indicating a slight negative market reaction."
7384,2015-10-06,ORLY,Bullish,"O'Reilly Automotive is highlighted as a top holding with a high Composite Rating of 98, suggesting strong positive sentiment."
7385,2015-10-07,SWKS,Strongly Bullish,Skyworks Solutions' acquisition of PMC-Sierra for $2 billion in cash is a major positive catalyst indicating significant growth potential.
7386,2015-10-07,QCOM,Slightly Bearish,The uneasy relationship with Apple and potential long-term loss of business due to Apple building its own modems suggest slight downside risk for Qualcomm.
7387,2015-10-07,ADBE,Bearish,"Adobe Systems is reported to be trading down about 5.7%, reflecting a moderate negative market reaction."
7388,2015-10-07,ADBE,Bearish,"Adobe Systems is noted as the worst performing Nasdaq 100 component, trading down 5.6%, indicating a negative sentiment."
7389,2015-10-07,ADBE,Bearish,"Adobe Systems is trading down 6.2%, reflecting a moderate negative market performance."
7390,2015-10-07,ADBE,Bearish,"Adobe Systems dropped 3.1% in after-hours trading due to fiscal 2016 guidance falling short of analysts' expectations, indicating negative sentiment."
7391,2015-10-07,ADBE,Neutral,The appointment of a former Adobe executive as Starbucks' CTO does not provide a clear directional impact on Adobe's stock.
7392,2015-10-07,ADBE,Bearish,"Adobe Systems' shares tumbled nearly 7% after forecasting FY16 earnings and revenue below analyst expectations, signaling negative sentiment."
7393,2015-10-07,CMCSA,Slightly Bearish,"Comcast is projected to continue losing pay-TV subscribers, though ARPU growth may offset this, suggesting a slight negative outlook."
7394,2015-10-07,MNST,Bullish,Coca-Cola's large stake in Monster Beverage and the recommendation for investors to buy the stock indicate a positive outlook.
7395,2015-10-07,VRTX,Slightly Bearish,"The opinion that Vertex Pharmaceuticals appears fully valued suggests limited upside potential, indicating a slightly negative sentiment."
7396,2015-10-07,EXPE,Slightly Bullish,"Expedia Inc. is trading higher by about 1.1%, reflecting a slight positive market reaction."
7397,2015-10-07,SIRI,Neutral,The mention of Sirius XM's satellite radio service as part of JetBlue's in-flight experience does not provide a clear directional impact on the stock.
7398,2015-10-07,MU,Bullish,"Micron Technologies is highlighted for a 25% profit in a week, indicating a strong positive performance."
7399,2015-10-07,PEP,Bullish,"PepsiCo is recommended for investors to buy, reflecting a positive outlook among other food stocks."
7400,2015-10-07,PEP,Neutral,The mention of PepsiCo as a client of Ball Corporation does not provide a clear positive or negative impact on PepsiCo's stock.
7401,2015-10-07,PEP,Bullish,"PepsiCo's shares gained 1.3% after beating earnings expectations, indicating a positive market reaction."
7402,2015-10-07,PEP,Bullish,"PepsiCo's impressive Q3 earnings and guidance hike cheered the stock exchange, reflecting a positive sentiment."
7403,2015-10-07,ORLY,Bullish,"O'Reilly Automotive is a top holding in an ETF with a Strong Buy rating, suggesting a positive outlook."
7404,2015-10-07,QCOM,Bullish,"Qualcomm is highlighted as unfairly beaten-down with a growing and profitable licensing segment, indicating a positive outlook."
7405,2015-10-07,QCOM,Bullish,"Qualcomm is named a top socially responsible dividend stock with a strong yield, reflecting a positive sentiment."
7406,2015-10-07,BIIB,Slightly Bearish,"Skepticism surrounding Biogen's $70 billion valuation suggests limited upside potential, indicating a slightly negative sentiment."
7407,2015-10-07,BIDU,Slightly Bearish,"Baidu, Inc. is trading down about 2.2%, reflecting a slight negative market reaction."
7408,2015-10-07,KHC,Bullish,"The merger between Kraft and Heinz to leverage synergies and diversity is viewed positively, with a recommendation for investors to buy."
7409,2015-10-07,KHC,Neutral,The mention of Kraft Heinz as part of the Consumer Non-Durables sector does not provide a clear directional impact on the stock.
7410,2015-10-07,BIIB,Neutral,Biogen's slight decline of 0.81% over five trading days does not provide a strong directional signal amidst a recovering biotech sector.
7411,2015-10-07,SBUX,Neutral,The news item mentions Starbucks alongside other companies with no specific positive or negative information about its performance or outlook.
7412,2015-10-07,SBUX,Strongly Bullish,The title and summary suggest significant upside potential for Starbucks stock with a 60% increase and a belief in unlimited room to grow.
7413,2015-10-07,SBUX,Bullish,"The appointment of a chief technology officer indicates a strategic focus on digital expansion, which is positive for future growth."
7414,2015-10-07,EBAY,Bearish,"The summary highlights increased competition from Amazon and other players, posing a risk to eBay's market share in international markets."
7415,2015-10-07,GILD,Slightly Bearish,"The news reports a 1.7% decline in Gilead Sciences' stock, indicating a slight negative impact in the biotech sector."
7416,2015-10-07,GILD,Bullish,"The summary suggests that Gilead's stock is undervalued after a recent decline, with strong fundamentals indicating potential for recovery."
7417,2015-10-07,GILD,Neutral,The news mentions Gilead's involvement in a drug combination for HCV treatment without indicating a clear positive or negative impact on the company.
7418,2015-10-07,AMGN,Bullish,The inclusion of Amgen's Repatha in Express Scripts' formulary is a positive development for market access and sales potential.
7419,2015-10-07,BMRN,Neutral,The news mentions BioMarin in relation to a licensing agreement without providing specific positive or negative updates on its performance or outlook.
7420,2015-10-07,EBAY,Neutral,The mention of eBay in the context of past IPOs and the tech industry does not provide a clear directional signal for its current performance.
7421,2015-10-07,AMGN,Bullish,The listing of Amgen's PCSK9 inhibitor on Express Scripts' formulary is a positive catalyst for potential sales growth.
7422,2015-10-07,AMGN,Slightly Bullish,"The news suggests that Amgen's cholesterol drugs will remain top sellers despite price discounts, indicating a positive outlook."
7423,2015-10-07,AMGN,Neutral,The summary discusses Amgen's response to biosimilar competition with no significant positive or negative impact highlighted.
7424,2015-10-07,INCY,Bullish,The news highlights Incyte as a great momentum stock with positive earnings trends and strong performance indicators.
7425,2015-10-07,INCY,Bearish,"The summary expresses skepticism about Incyte's high valuation, suggesting potential downside risk for value investors."
7426,2015-10-07,AMGN,Slightly Bearish,"The news reports a 1.8% decline in Amgen's stock, reflecting a slight negative sentiment in the biotech sector."
7427,2015-10-07,AMGN,Neutral,The mention of Amgen as a better-ranked stock in the health care sector does not provide specific positive or negative updates on its performance.
7428,2015-10-07,AMGN,Neutral,The news lists Amgen as a well-ranked stock in the health care sector without specific directional information on its performance.
7429,2015-10-07,KHC,Neutral,The news highlights Kraft Heinz among other consumer staples companies without specific positive or negative information on its performance.
7430,2015-10-07,TMUS,Neutral,The news mentions T-Mobile's existing Wi-Fi calling feature without indicating a specific positive or negative impact on the company.
7431,2015-10-08,EXC,Bullish,The approval of the revised merger proposal with Pepco is a positive development for Exelon's strategic growth.
7432,2015-10-08,SBUX,Bullish,"The news highlights exceptional sales growth for Starbucks driven by strong global traffic trends, indicating positive momentum."
7433,2015-10-08,SBUX,Slightly Bullish,"The news reports a slight 0.3% increase in Starbucks' stock price, reflecting a mildly positive sentiment."
7434,2015-10-08,TCOM,Bearish,"The summary notes a 4.3% decline in CTrip.com's ADR, indicating negative sentiment towards the stock."
7435,2015-10-08,TSCO,Bullish,The news highlights Tractor Supply Company as a large-cap stock with great growth prospects and strong financial metrics.
7436,2015-10-08,MU,Slightly Bullish,"The news reports a slight 0.4% increase in Micron Technology's stock price, indicating a mildly positive sentiment."
7437,2015-10-08,BIIB,Slightly Bullish,"The news reports a 1.2% increase in Biogen's stock price, reflecting a mildly positive sentiment in the biotech sector."
7438,2015-10-08,KHC,Neutral,"The news mentions Kraft Heinz as a component of an ETF with no significant change in stock price, indicating a neutral sentiment."
7439,2015-10-08,COST,Slightly Bullish,"The news highlights Costco's strong core U.S. same-store sales growth of 8%, exceeding forecasts despite overall flat results."
7440,2015-10-08,BIIB,Neutral,The news mentions Biogen in the context of competition in the MS drug market without specific positive or negative updates on its performance.
7441,2015-10-08,HSIC,Bullish,"The news highlights Henry Schein crossing above its 200-day moving average, which is generally considered a positive technical indicator for future price appreciation."
7442,2015-10-08,CSX,Neutral,The announcement of a quarterly dividend for CSX is a standard corporate action without a clear directional impact on stock sentiment.
7443,2015-10-08,GILD,Slightly Bullish,"Gilead Sciences saw a 2.8% increase in stock price as part of a broader positive movement in biotech stocks, indicating mild positive sentiment."
7444,2015-10-08,PEP,Neutral,"The news focuses on Domino’s and Papa John’s with only a passing mention of PepsiCo’s marketing involvement, lacking direct impact on PEP’s stock sentiment."
7445,2015-10-08,GILD,Neutral,"The news indicates Gilead Sciences stock has returned to a stable price level with a wide range of estimated earnings, offering no clear positive or negative catalyst."
7446,2015-10-08,GILD,Bullish,"The article emphasizes Gilead Sciences as a top pick for having a big margin of safety, suggesting strong positive investor confidence."
7447,2015-10-08,ADBE,Strongly Bearish,"Adobe’s shares plunged 5.3% due to a fiscal 2016 earnings forecast significantly below analysts’ expectations, indicating a major negative catalyst."
7448,2015-10-08,SWKS,Bearish,"Skyworks Solutions is trading down 3.6%, reflecting a negative performance in the Nasdaq 100 index for the day."
7449,2015-10-08,DISH,Slightly Bullish,"Dish Network is among the best performing components of the Nasdaq 100 index, trading up 2.6%, despite a year-to-date loss."
7450,2015-10-08,DISH,Bearish,"Dish Network’s affiliates withdrew a claim on $3.3 billion worth of AWS-3 spectrums, signaling a potential loss of strategic assets."
7451,2015-10-08,AMGN,Slightly Bullish,"Amgen saw a 4.8% increase in stock price as part of a positive movement in biotech stocks, indicating mild positive sentiment."
7452,2015-10-08,EBAY,Neutral,"eBay’s stock is unchanged in after-hours trading, with no significant directional movement or catalyst mentioned."
7453,2015-10-08,AMGN,Bullish,"Amgen received positive news with its PCSK9 inhibitor being listed on the National Preferred Formulary, suggesting a favorable market impact."
7454,2015-10-08,VRTX,Bullish,"Vertex Pharmaceuticals received priority review from the FDA for an expanded use of Kalydeco, indicating a positive regulatory development."
7455,2015-10-08,AMGN,Neutral,The news focuses on Gilead Sciences with no specific positive or negative information provided about Amgen.
7456,2015-10-08,EBAY,Strongly Bearish,"eBay is the worst performing S&P 500 component, trading down 6.5%, indicating significant negative market sentiment."
7457,2015-10-09,CMCSA,Neutral,"The news focuses on Disney’s box-office success with only a passing mention of Comcast, lacking direct impact on CMCSA’s sentiment."
7458,2015-10-09,SBUX,Slightly Bullish,"Starbucks will adopt Apple Pay in 2016, suggesting potential for increased customer convenience and sales growth."
7459,2015-10-09,SBUX,Neutral,"The news mentions Starbucks in relation to strategic agreements with Keurig Green Mountain, but lacks specific impact or catalyst for SBUX."
7460,2015-10-09,CMCSA,Neutral,"The news mentions Comcast as a potential partner in Amazon’s online TV service, but lacks definitive impact or catalyst for CMCSA."
7461,2015-10-09,CMCSA,Neutral,"The news discusses theme park ticket prices with a mention of Comcast, but provides no specific positive or negative catalyst for CMCSA."
7462,2015-10-09,INCY,Slightly Bullish,"Incyte Corporation is trading up 2.3% as one of the better performers in the Nasdaq 100 index, indicating mild positive sentiment."
7463,2015-10-09,ORLY,Strongly Bullish,"O’Reilly Automotive is highlighted as the largest holding in a top-performing fund, praised for durability and excellent management, indicating strong positive sentiment."
7464,2015-10-09,TSCO,Bullish,"Tractor Supply Company is featured with strong growth metrics and a high Zacks Rank, suggesting positive investor confidence."
7465,2015-10-09,CTSH,Bullish,"Cognizant Technology Solutions is highlighted as a top-ranked earnings play with strong growth potential, indicating positive sentiment."
7466,2015-10-09,VRTX,Bullish,"Vertex Pharmaceuticals provided a detailed update on its cystic fibrosis pipeline with planned studies, suggesting positive development momentum."
7467,2015-10-09,ADP,Slightly Bullish,"Automatic Data Processing’s better-than-expected jobs data contributed to offsetting negative market trends, indicating mild positive sentiment."
7468,2015-10-09,DISH,Neutral,"The news mentions Dish Network’s Sling TV as a competitor in the online TV space, but lacks specific positive or negative impact on DISH."
7469,2015-10-09,BIIB,Slightly Bullish,"Biogen is highlighted as a market leader in multiple sclerosis treatments with key drugs and collaborations, indicating mild positive sentiment."
7470,2015-10-09,INCY,Bullish,"Incyte Corporation is positioned for potential outperformance with a strong Zacks Rank and positive outlook, suggesting favorable investor sentiment."
7471,2015-10-09,SBUX,Bullish,"The title and summary suggest strong growth potential for Starbucks with plans for global expansion and doubling its tea business, indicating positive upside."
7472,2015-10-09,EXC,Neutral,The summary mentions Exelon Corporation's operation of nuclear reactors but provides no clear positive or negative catalyst specific to the company.
7473,2015-10-09,SBUX,Strongly Bullish,Starbucks hitting a 52-week high and gaining traction with digital initiatives like Mobile Order & Pay indicates a strong positive catalyst and significant upside.
7474,2015-10-09,AMGN,Bearish,"The summary highlights a significant price drop for Amgen in September due to negative sentiment around drug pricing proposals, suggesting downside risk."
7475,2015-10-09,GILD,Slightly Bearish,"The summary notes a 19% pullback in Gilead Sciences' stock and negative sentiment around specialty drug pricing, indicating slight downside risk."
7476,2015-10-09,QCOM,Neutral,"The summary discusses performance improvements in Qualcomm's Snapdragon 820 but raises questions about overhype, resulting in no clear directional signal."
7477,2015-10-09,CSX,Bearish,"The summary indicates expected challenges for CSX due to declining coal shipments and a tougher second half of the year, suggesting downside risk."
7478,2015-10-09,QCOM,Slightly Bullish,"The announcement of a quarterly cash dividend for Qualcomm suggests a positive signal for shareholders, indicating slight upside."
7479,2015-10-09,SMCI,Bearish,"The summary reports a stock plunge for Super Micro Computer due to lowered revenue guidance, indicating moderate downside risk."
7480,2015-10-09,COST,Slightly Bullish,"The summary notes a 0.7% increase in Costco's stock price and ETF inflows, suggesting a slightly positive tone."
7481,2015-10-09,MU,Strongly Bearish,"The summary criticizes Micron Technology for destroying capital over the years, indicating a strongly negative sentiment."
7482,2015-10-09,EBAY,Neutral,The summary reports eBay's stock as unchanged with no significant positive or negative catalyst mentioned.
7483,2015-10-09,MU,Neutral,The summary mentions Micron in the context of competition but provides no clear positive or negative signal specific to the company.
7484,2015-10-09,SBUX,Slightly Bullish,"The summary notes a 0.6% increase in Starbucks' stock price and high trading volume, suggesting a slightly positive tone."
7485,2015-10-09,PEP,Slightly Bullish,"The summary reports a 0.5% increase in PepsiCo's stock price and ETF inflows, indicating a slightly positive tone."
7486,2015-10-09,SMCI,Strongly Bearish,"The summary highlights a significant stock drop of over 13% for Super Micro Computer due to a cut in earnings and revenue forecasts, indicating major downside."
7487,2015-10-09,TMUS,Neutral,The summary mentions T-Mobile's Wi-Fi calling feature but provides no clear positive or negative catalyst specific to the company.
7488,2015-10-09,GILD,Neutral,The summary lists Gilead Sciences as a top holding in a fund but offers no specific positive or negative catalyst for the stock.
7489,2015-10-09,GILD,Slightly Bearish,"The summary notes a 0.3% decline in Gilead Sciences' stock price, indicating a slightly negative tone."
7490,2015-10-09,EBAY,Neutral,The summary mentions eBay in the context of marketplace rankings but provides no specific positive or negative signal for the stock.
7491,2015-10-10,CMCSA,Slightly Bullish,"The summary discusses Disney's price increases as a positive move, suggesting slight upside for related entities like Comcast if associated."
7492,2015-10-10,PEP,Bullish,"The summary highlights PepsiCo as a great option for value-obsessed investors, indicating a moderately positive tone with upside potential."
7493,2015-10-10,QCOM,Neutral,The summary mentions Qualcomm in the context of Marvell Technology's issues but provides no specific positive or negative signal for Qualcomm.
7494,2015-10-10,COST,Neutral,The summary discusses calculating Costco's dividends but offers no clear directional signal regarding the stock's performance.
7495,2015-10-10,CSX,Slightly Bearish,"The summary suggests continued pressure on CSX's revenue and profits due to changing business conditions, indicating slight downside risk."
7496,2015-10-11,PEP,Neutral,The summary mentions PepsiCo in the context of Tiger Woods' endorsements but provides no specific positive or negative catalyst for the stock.
7497,2015-10-11,GILD,Bullish,"The summary praises Gilead Sciences' CEO for successful acquisitions and revenue-generating drugs, indicating a moderately positive tone with upside."
7498,2015-10-11,EA,Neutral,The summary mentions Electronic Arts in the context of Tiger Woods' endorsements but provides no specific positive or negative catalyst for the stock.
7499,2015-10-11,CMCSA,Neutral,The summary discusses a scandal in fantasy sports involving partnerships but offers no clear positive or negative signal specific to Comcast.
7500,2015-10-11,ADBE,Neutral,The summary reports CFO sales and financial results for Adobe Systems but provides no clear positive or negative catalyst for the stock.
7501,2015-10-11,COST,Bullish,"The title highlights positive takeaways from earnings, and the summary suggests future growth in membership revenue and locations despite weak sales growth."
7502,2015-10-12,AKAM,Neutral,The news about new options trading for AKAM lacks a clear directional impact on the stock's sentiment.
7503,2015-10-12,BIDU,Strongly Bearish,"The title and summary explicitly list BIDU as a 'Strong Sell' stock, indicating significant negative sentiment."
7504,2015-10-12,QCOM,Neutral,The summary reports a minor price drop of 0.1% for QCOM with no significant positive or negative catalyst mentioned.
7505,2015-10-12,EBAY,Slightly Bearish,"The summary notes a price drop of 0.8% for EBAY, indicating a slightly negative tone."
7506,2015-10-12,EBAY,Bullish,"The summary highlights a positive Earnings ESP and a strong Zacks Rank for EBAY, suggesting potential for an earnings beat."
7507,2015-10-12,EBAY,Bullish,"The summary emphasizes EBAY's positive Earnings ESP and Zacks Rank, indicating potential for an earnings beat."
7508,2015-10-12,DISH,Neutral,The summary discusses a competitive product offering by DISH but lacks a clear positive or negative impact on the stock.
7509,2015-10-12,INCY,Bearish,"The summary reports a significant daily price drop of 3.6% for INCY, outweighing the year-to-date gain mentioned."
7510,2015-10-12,PYPL,Slightly Bullish,"The summary notes a price increase of 1% for PYPL, indicating a slightly positive tone."
7511,2015-10-12,CTSH,Neutral,The summary mentions CTSH in the context of a sector but provides no specific positive or negative information about the stock.
7512,2015-10-12,CTSH,Neutral,The summary references CTSH as part of a sector but lacks specific directional information about the stock.
7513,2015-10-12,SMCI,Strongly Bearish,"The summary reports a significant price drop of 15.5% for SMCI, coupled with a Sell rank, indicating strong negative sentiment."
7514,2015-10-12,CTSH,Neutral,The summary mentions CTSH in a sector context without providing specific positive or negative catalysts for the stock.
7515,2015-10-12,ADSK,Strongly Bullish,"The summary highlights a significant price jump of 9% for ADSK, indicating a strong positive catalyst."
7516,2015-10-12,EXPE,Bullish,"The summary emphasizes EXPE's strong momentum and positive short-term price activity, suggesting upside potential."
7517,2015-10-12,DISH,Slightly Bullish,"The summary reports a resolution of a channel blackout for DISH, indicating a slightly positive development."
7518,2015-10-12,QCOM,Neutral,The summary focuses on Intel's earnings with no direct mention of QCOM's performance or catalysts.
7519,2015-10-12,MU,Neutral,The summary mentions MU's joint innovation with Intel but lacks specific directional impact on MU's stock.
7520,2015-10-12,QCOM,Bullish,"The summary highlights QCOM's entry into the server market, suggesting potential growth and upside."
7521,2015-10-12,QCOM,Bullish,"The summary names QCOM as a top dividend giant with strong yield and growth statistics, indicating positive sentiment."
7522,2015-10-12,BIIB,Bullish,"The summary notes significant EPS growth for BIIB over five years, suggesting positive momentum."
7523,2015-10-12,PEP,Neutral,The summary discusses global economic insights from PEP's perspective without specific positive or negative catalysts for the stock.
7524,2015-10-12,PEP,Bullish,"The summary reports PEP's earnings beating estimates, indicating positive sentiment and upside potential."
7525,2015-10-12,COST,Bullish,"The summary positions COST as a competitive player in online pricing during the holiday season, suggesting positive momentum."
7526,2015-10-12,COST,Strongly Bullish,"The summary reports a 4% stock rise and strong comparable sales growth for COST, indicating a major positive catalyst."
7527,2015-10-12,TMUS,Neutral,The summary discusses iPhone models without any specific mention or impact on TMUS.
7528,2015-10-12,COST,Neutral,The summary discusses options trading for COST without a clear directional impact on the stock's sentiment.
7529,2015-10-12,AMGN,Neutral,The summary discusses CETP drug failures without specific mention or direct impact on AMGN.
7530,2015-10-12,PAYX,Neutral,The summary discusses global economic concerns without specific positive or negative catalysts for PAYX.
7531,2015-10-12,SWKS,Neutral,The news about new options trading for SWKS in January 2018 lacks a clear directional impact on the stock's value.
7532,2015-10-12,CMCSA,Neutral,"The summary lacks specific information or sentiment about CMCSA, focusing only on a disclaimer regarding opinions."
7533,2015-10-12,MU,Slightly Bullish,The mention of a positive price movement and a 'buy range' recommendation for MU suggests a slightly positive outlook.
